PDE,Description,Supp Part No,EAN,Generic,Inventory Group,Document Display,Price GST Inc,Price GST Exc
813230,Ezy Dose Pckt Pill Container x2,67196,25715671963,,2,,5.1,4.64
813265,Ezy Dose Pill Crusher with Storage,71091,25715710914,,2,,11.1,10.09
813281,Voltaren Pain Rlf Gel 12 Hrly 30g,6E+13,9300673900654,,2,,8.02,7.29
813311,CICA-CARE SIL GEL 5G,66803184,5000223502140,,2,,20.49,18.63
813338,Influvac Tetra 2025 PFS 0.5ml x10,400539155,5099151015761,Vaccine Influenza 0.5ml Syr,6,,76.78,76.78
813362,Ezy Dose AM/PM Trvl Pill Pod Sml,67054,25715670546,,2,,8.73,7.94
813389,EziMed Male Urinal,30650,9351954001461,,2,,10.45,9.5
813400,EziMed Fem Urinal,30649,9351954001454,,2,,18.89,17.17
813478,Nutrition Care Gut Rlf 150g ,7000046,9326939005031,,2,,32.91,29.92
813486,Nutrition Care Gut Rlf Sach 14,7000493,9326939005437,,2,,17.05,15.5
813508,Nutrition Care Gut Rlf Chw Tab 60,7000406,9326939005192,,2,,17.05,15.5
813559,Nutrition Care Ult Magn 165g,7000766,9326939005840,,2,,37.4,34
813575,Nutrition Care Tasty C 150g,7000765,9326939005833,,2,,27.49,24.99
813583,BioRevive EyeClr E/Lid Clns Wipes30,CLEANEYES30,9331456001565,,2,,9.85,8.95
813850,Epzen Clearing BWash 400ml,2465,9317222001335,,2,,9.94,9.04
813885,Epzen Sens BWash 400ml,2466,9317222001342,,2,,9.94,9.04
813893,Epzen Trpl Moist BWash 400ml,2467,9317222001427,,2,,9.94,9.04
813907,Epzen Butter Up Hydrg BButter 150ml,2456,9317222001250,,2,,26.02,23.65
813915,Epzen Thirst Aid Hydrg BSerum 150ml,2457,9317222001267,,2,,26.02,23.65
813931,Colg TPaste TotalSensGumOrig115gx12,61041051,8850006950722,,2,,92.24,83.85
813958,Colg TPaste TotalSensGum Mnt115gx12,61041052,8850006950746,,2,,92.24,83.85
813966,Colg TBr Total Foam Cln Sft 1Pk x6,61048647,8850006954805,,2,,28.3,25.73
813974,Colg Pwr TBr Total 1Pk,61048451,8850006954584,,2,,23.06,20.96
813982,Colg Total Floss Pick 35Pk x6,61047803,8850006954393,,2,,18.46,16.78
813990,Depend U/Wear UsexSuperSml Med10 x4,19610,9310088010763,,2,,85.47,85.47
814016,Depend U/Wear Usex Super Lge 9 x4,19611,9310088010770,,2,,85.47,85.47
814024,Depend U/Wear Usex Super XL 9 x4,19612,9310088015126,,2,,85.47,85.47
814067,Lansinoh Hot & Cold Brst Thrpy Pk,5343,9313501053439,,2,,21.26,19.33
814229,CH Own Loratadine 10mg Tab 50,7010023,9350299013238,Loratadine 10mg Tab,2,,8.11,7.37
814261,Nutrition Care Liver Hlth Tab 60,7000446,9326939005055,,2,,19.8,18
814318,EziMed Hot W/Bottle,30510,9351954000969,,2,,5.83,5.3
814350,EziMed Sil EPgs 3Pr + Case,30266,9351954000990,,2,,5.21,4.74
814385,EziMed Kids Sil EPgs 6Pr + Case,30265,9351954000983,,2,,6.78,6.16
814423,EziMed Sound Tamer EPgs 4Pr+Case,30261,9339302005279,,2,,3.77,3.43
814431,EziMed Contoured EPgs 10Pr + Case,30263,9351954000877,,2,,6.44,5.85
814474,Flents Ezy Trvl WB 1 Pr,68840,25715688404,,2,,7.26,6.6
814512,EziMed Dlx Air Cush,30620,9351954001164,,2,,8.97,8.15
814539,EziMed Cot Gloves Med,30331,9351954001034,,2,,2.24,2.04
814555,Hyrimoz Cit.Free Pen 80mg/0.8ml x1,44118814,9322838017267,Adalimumab 80mg/0.8ml Inj,5,,665.61,605.1
814571,Hyrimoz Cit.Free Pen 40mg/0.4ml x2,44118815,9322838017236,Adalimumab 40mg/0.4ml Inj,5,,508.44,462.22
814628,Risvan 100mg PFS Vial + Diluent x1,RISPER100MG1,9316731000556,Risperidone Long Acting 100mg Inj,5,,263,239.09
814636,Risvan 75mg PFS Vial + Diluent x1,RISPER75MG1,9316731000549,Risperidone Long Acting 75mg Inj,5,,213.99,194.54
814679,Kisqali Tab 200mg 21,301855,7613421187613,Ribociclib 200mg Tab,5,,1926.63,1751.48
814695,Kisqali Tab 200mg 42,301835,7613421187842,Ribociclib 200mg Tab,5,,3793.7,3448.82
814717,Kisqali Tab 200mg 63,301774,7613421189723,Ribociclib 200mg Tab,5,,5660.78,5146.16
814741,Retevmo Cap 40mg Blst 56,PU397726AAL,9323829004693,Selpercatinib 40mg Cap,5,,2232.05,2029.14
814768,Retevmo Cap 80mg Blst 56,PU298026AAL,9323829004655,Selpercatinib 80mg Cap,5,,4374.78,3977.07
814776,Sodium Chloride 0.9% Irrig 30ml x30,101846,9360389000185,Sodium Chloride 0.9% Amp,6,,57.39,52.17
814792,Bosistos Steam Inhl NEW,1251,9300710012517,,2,,15.77,14.34
814806,Vicks Port W/Less Vapo,VH1800WAU,9588377000386,,2,,26.26,23.87
814830,Vicks 3in1 SleepyTime Humidifier,VUL500WAU,9588377000409,,2,,72.12,65.56
814849,Temaze Tab 10mg Blst 25,400557121,9323610014634,Temazepam 10mg Tab,5,,2.98,2.71
814881,Colg TPaste OpticWht E/Wht 100g x12,61039259,8850006950210,,2,,96.37,87.61
814938,Colg TPaste Max Frsh W/Melon 100gx8,61045548,6920354839375,,2,,50.84,46.22
814970,Colg TPaste Optic Wht Enzy 100g x12,61047578,6920354839931,,2,,96.37,87.61
815004,Colg TPaste AdvWhtBakingSoda180gx12,61047577,6920354839917,,2,,100.94,91.76
815012,Colg TPaste MF CMint Pmp 130g x6,61047958,8718951699496,,2,,46.27,42.06
815020,Colg TPaste Kids Strawb Pmp 85g x6,61047347,6920354839856,,2,,27.73,25.21
815055,Colg TPaste Total Cl/Mnt Pmp130g x6,61048011,8718951699557,,2,,46.27,42.06
815098,Colg TPaste Total D/Cln 40g x24,61047337,8850006954188,,2,,68.43,62.21
815101,Colg TPaste Adv Wht&Tartar 40g x24,61047804,8850006954362,,2,,64.72,58.84
815128,Colg TPaste MF CMint 40g x24,61047826,8850006954379,,2,,64.72,58.84
815144,Colgate TBr Total FoamClnSft3Pk x6,61048705,8850006954836,,2,,70.99,64.54
815152,Colg TBr Kids Sonic Minecraft 1Pk,61049120,8850006955208,,2,,10.12,9.2
815160,Colg Optic Wht Prpl Serum 40ml x3,61048728,6920354840326,,2,,80.69,73.35
815187,Colg TBr Total Foam Cln Med 1Pk x6,61048648,8850006954812,,2,,28.3,25.73
815195,Colg Pwr TBr Total RF 2Pk,61048452,8850006954591,,2,,10.76,9.78
815225,Colg Total MWash Cl/Mnt 500ml,61047679,8850006954324,,2,,6.23,5.66
815233,Cetaphil Hlthy Rnw Eye Serum 15g,84683,3499320016711,,2,,28.68,26.07
815276,Cetaphil Micellar Clns Water 160ml,84681,3499320016728,,2,,24.59,22.35
815284,Cetaphil Hlthy Rnw Fcl Serum 30g,84682,3499320016704,,2,,49.17,44.7
815292,Cetaphil Hlthy Rnw Day CrmSPF15 50g,85254,3499320016698,,2,,40.98,37.25
815314,Cetaphil Hlthy Rdnce Crmy Clns 100g,83225,3499320011075,,2,,16.4,14.91
815322,Cetaphil Hlthy Rdnce Toner 150ml,83224,3499320011099,,2,,19.69,17.9
815349,Cetaphil Hlthy Rdnce Bar 100g,83230,3499320011198,,2,,9.01,8.19
815357,Cetaphil Gent Exfol SA Clns 473ml,53136,9318637044498,,2,,25.4,23.09
815365,Codral PE C&F Tab 16,79640291,9300607880175,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,10.43,9.48
815381,Codral Plus Loz 16 + PE Tab 16,79640293,9300607880182,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Benzocaine 10mg Cetylpyridinium Chloride 1.4mg Tab & Loz,2,,12.58,11.44
815411,Sudafed PE Sinus & Pain Tab 16,79640294,9300607080506,Paracetamol 500mg Phenylephrine Hydrochloride 5mg Tab,2,,10.43,9.48
815519,SAS TB THC 26 Garnet 10g,PF-031,781005753725,Thc 26% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,86.9,79
815535,SAS TB THC 27 Jade 28g,PF-034,781005753749,Thc 27% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,185.9,169
815578,SAS TB THC 23 Opal 28g,PF-023,781005753619,Thc 23% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,185.9,169
815586,SAS TB THC 26 Garnet 28g,PF-027,781005753718,Thc 26% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,185.9,169
815594,Sukin Signature Rvt F/Scrub 125ml,1009006,9327693000607,,2,,8.71,7.92
815608,Sukin Blemish OFr Moist 125ml,1009349,9327693007576,,2,,9.45,8.59
815640,Sukin Blemish Spot Bansh Gel 15ml,1009352,9327693007552,,2,,9.45,8.59
815659,Sukin Glow ActvC VitC Exfol 50ml,1068176,9327693011603,,2,,14.1,12.82
815667,Sukin Glow VitC Bright Mist 125ml,1068182,9327693011610,,2,,12.93,11.75
815683,Sukin Glow ActvC VitC Boost Crm50ml,1068183,9327693011627,,2,,18.81,17.1
815713,Sukin Glow VitC D/Spt Crctr 15ml,1068185,9327693011634,,2,,18.81,17.1
815721,Sukin AqBst Hya/Acid Water Gel 50ml,1068187,9327693011665,,2,,17.64,16.04
815756,Sukin AqBst Hya/Acid Eye Serum 15ml,1068188,9327693011672,,2,,17.64,16.04
815772,Sukin AqBst Hya/Acid Hyd Mist 125ml,1068181,9327693011658,,2,,13.9,12.64
815799,Sukin AqBst Hya/Acid NCrm 50ml,1068189,9327693011689,,2,,17.64,16.04
815845,Klarvanta 50/500mcg FoamAeroCan60g,102073,9345461000598,Calcipotriol 50mcg/g Betamethasone Diproprionate 500mcg/g Foam,5,,78.49,71.35
815853,Adriamycin 50mg/25ml Inj Vial S100C,F000058087,5415062122181,Doxorubicin Hydrochloride 50mg/25ml Inj Vial,5,,14.31,13.01
815861,EziMed Contoured Slp Mask,30090,9351954001010,,2,,6.94,6.31
815888,SAS TB THC 27 Jade 10g,PF-033,781005753732,Thc 27% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,86.9,79
815896,SAS TB THC 25 Amethyst 10g,PF-014,754590266659,Thc 25% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,86.9,79
815926,SAS TB THC 25 Amethyst 28g,PF-022,781005753602,Thc 25% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,185.9,169
815942,Elmore Oil Orig 100ml,ELM03A,9331927005306,,2,,18.39,16.72
815950,Elmore Oil Orig 200ml,ELM04A,9331927005313,,2,,27.96,25.42
815969,Elmore Oil Heat 100ml,ELMHTOIL100,9331927005276,,2,,20.6,18.73
815977,Elmore Oil Heat 200ml,ELMHTOIL200,9331927005337,,2,,31.65,28.77
816000,SC Expert Care Hard Skn Rem,9000215,5056585803012,,2,,14.16,12.87
816027,SC 24Hr Energ Insole Lge,9038290,5056585803746,,2,,24.79,22.54
816043,SC Run Insole Sml,9038328,5056585804088,,2,,24.79,22.54
816051,SC 24Hr Energ Insole Sml,9038299,5056585803753,,2,,24.79,22.54
816086,SC Run Insole Lge,9038327,5056585804071,,2,,24.79,22.54
816116,SC Nail Rvt Serum,9038331,5056585804170,,2,,10.63,9.66
816140,SC Ult Odour-Fghtng Foot Pwdr 85g,9038337,5056585804231,,2,,4.25,3.86
816159,SC Shoe Deodoriser Balls 4Pk,9038345,5056585804316,,2,,10.63,9.66
816175,SC Bunion Cushions 5Pk,9038394,5056585804613,,2,,9.21,8.37
816213,SC Sthng & Rvt Foot Mask,9038320,5056585804125,,2,,5.65,5.14
816221,SC Open Blst Cuts & Graze Plast 6,9038398,5056585804644,,2,,9.21,8.37
816272,Benzac Pwr Patches Skn Restore 23s,85348,9318637044511,,2,,13.93,12.66
816280,SAS TB Jade Resin Vape Cart 1g,PC-002,796548142165,Thc 800mg/g Cbd 50mg/g Category 5 - Inhalation Cart,0,,53.9,49
816337,SAS TB Opal Resin Vape Cart 1g,PC-003,796548142172,Thc 800mg/g Cbd 50mg/g Category 5 - Inhalation Cart,0,,53.9,49
816353,SAS TB THC 23 Opal 10g,PF-012,754590218870,Thc 23% Cbd 1% Category 5 - Herb Dried Dryleaf,0,,86.9,79
816361,SAS ANTG Luna 25:25 Oil 50ml,ANTG Luna 25:25 Oil,9356582000633,Thc 25mg/ml Cbd 25mg/ml Category 3 - Oral Liquid Oil,0,,141.9,129
816388,Verdye 25mg Pwdr for Inj Vial x5,1259904,9345619001071,Indocyanine Green 25mg Pwdr Inj,6,,885.97,805.43
816493,Abiraterone Sandoz Tab 500mg 60,44097280,9322838015638,Abiraterone Acetate 500mg Tab,5,,870.08,790.98
816523,Duro-Tuss Rlf+Hny DryCoughLiq 200ml,105780,9314057022542,,2,,17.09,15.54
816558,Duro-Tuss CoughLoz RlfDryBbryVan 24,105797,9314057022641,,2,,10.23,9.3
816582,Difflam Plus Loz Anaesth BCurr 32,105813,9314057022849,,2,,16.46,14.96
816612,Difflam Loz Strawb SFr 32,105814,9314057022856,,2,,11.65,10.59
816620,Difflam Sthng Loz S/Throat HnyLem16,105800,9314057022665,,2,,8.03,7.3
816639,Difflam Sthng Loz S/Throat HnyLem32,105839,9314057023051,,2,,14.19,12.9
816647,Abiraterone Sandoz Tab 250mg 120,44096736,9322838015645,Abiraterone Acetate 250mg Tab,5,,870.08,790.98
816671,APX Amlodipine Tab 10mg Blst 30,101474,9338475324248,Amlodipine 10mg Tab,5,,2.98,2.71
816701,APX Sildenafil Tab 50mg Blst 4,101525,9338475324750,Sildenafil Citrate 50mg Tab,6,,4.74,4.31
816728,BioRevive ItchyEars Spry 30ml,NA ITCHYEAR30,9331456001442,,2,,12.39,11.26
816736,BioRevive DryEars Kids Spry 30ml,NA DRY EARS KIDS30,9331456001701,,2,,10.75,9.77
816744,Able Infrared Therm NC300,3609951,4719003405311,,2,,59.95,54.5
816752,Mumamoo Stage 1 Infnt 800g,S1800T,9369998071135,,2,,26.46,26.46
816779,Mumamoo Stage 2 F/On 800g,S2800T,9369998144464,,2,,26.46,26.46
816787,Mumamoo Stage 3 Tdlr 800g,S3800T,9369998230570,,2,,26.46,26.46
816833,T/Skin Sft Cerv Collar        80630,80630,609580806301,,2,,11.43,11.43
816868,Metamucil FibreProbStrawb Gum 60,80829395,4987176292988,,2,,34.57,31.43
816876,Ego QV Crmd Crm 100g,12290,9314839022166,,2,,7.47,6.79
816884,SAS MRA Aurora Bal Pineapple Pas 30,1211337,629108000233,Cbd 10mg Thc 10mg Category 3 - Pastille Pas,0,,36.3,33
816892,SAS MRA Aurora CBD Acai Berry Pas30,1211336,629108000226,Cbd 25mg Thc 2.5mg Category 2 - Pastille Pas,0,,36.3,33
816965,SAS MRA Aurora THC Pom Pas 30,1211335,629108000219,Thc 10mg Cbd 0.5mg Category 5 - Pastille Pas,0,,36.3,33
817058,Maraviroc Waymade Tab 150mg 60 S100,1260686,5021730035341,Maraviroc 150mg Tab,5,,627.91,570.83
817066,NovoPen 4 Bl,1169635,9324627001501,,8,,0,0
817120,Cica-Care Sil Gel 15g,66801491,5000223482268,,2,,41.33,37.57
817228,Strepsil Lemsip 2025 C&F Phrmcy Bin,3320872,9300711208728,,2,,408.06,370.96
817236,Hopes Rlf Derma Soap 105g,4039,9338598000302,,2,,4.1,3.73
817252,Hopes Rlf Derma Wash 350ml,4041,9338598000319,,2,,11.35,10.32
817309,Listerine T/Care Gum Prt 500ml,79643924,9300607091359,,2,,7.61,6.92
817317,Medsurge Hydromorphone 10mg/1mL x5,HYD101A,9346438000368,Hydromorphone Hydrochloride 10mg/1ml Amp,5,,8.79,7.99
817392,Oral B TBr RF iO G/Care Wht 2Pk,80355653,4210201399971,,2,,32.35,29.41
817406,Oral B TBr RF Prec Cln 3Pk,80765238,4210201746492,,2,,19.43,17.66
817430,Oral B TBr RF Floss Actn 5Pk,82331366,4210201411482,,2,,38.26,34.78
817457,Oral B Floss GL Cmfrt Plus 40m,80819030,4987176279132,,2,,5.54,5.04
817473,Oral B TPaste 3DW IntnsvDiamond 94g,80813817,4987176273727,,2,,14.88,13.53
817481,Oral B TPaste ONgt Prt Sft Mnt 95g,80813800,4987176273673,,2,,9.56,8.69
817503,Oral B TBr Replacement Sens Cln 6Pk,80765226,4210201090977,,2,,36.63,33.3
817538,Oral B TBr Pwr iO Series 2 Blk,80811819,4987176271945,,2,,123.37,112.15
817570,Oral B TBr Pwr iO Series 2 Wht,80811821,4987176271969,,2,,123.37,112.15
817589,Oral B TBr CActn Sft 5Pk,80819232,4987176279514,,2,,14.09,12.81
817619,Oral B TBr Pwr Pro 800 CActn,80811812,4987176271907,,2,,87.96,79.96
817651,Oral B TBr Pwr Pro 300 Lilac,80811815,4987176271921,,2,,71.43,64.94
817678,Oral B TBr Pwr Pro 1500X Wht,80765241,4987176213723,,2,,100.23,91.12
817740,Savacol M/Rinse FMint 300ml,61038148,8718951624146,,2,,10.33,9.39
817848,Audisol Naturale Ear Spry 30ml,1185105,8852027352561,,2,,15.35,13.95
817864,Audisol Ear Pro Wproof Spry 20ml,1183972,5065006332031,,2,,17.99,16.35
817880,Audisol Ear Clns Spry 50ml,1261741,9351209000119,,2,,15.35,13.95
817910,Allereze AR Tab 10mg Blst 10,7010101,9323610017055,Loratadine 10mg Tab,2,,3.1,2.82
817929,Maraviroc Waymade Tab 300mg 60 S100,1260687,5021730035358,Maraviroc 300mg Tab,5,,627.91,570.83
817961,nab-Paclitaxel Juno 100mgVial S100C,101612,9349029002345,Paclitaxel 100mg Pwdr Inj,5,,335.39,304.9
818097,Vicks VapoRub Lav 50g,80819036,4987176279187,,2,,7.89,7.17
818186,Vicks Inhl Lav ,80819037,4987176279194,,2,,8.16,7.42
818216,Vicks VapoShower Max Tab 4,80822224,4987176282323,,2,,13.68,12.44
818267,Vicks Kids Throat Pops Bry 8Pk,80821441,4987176281760,,2,,7.27,6.61
818305,Talc Ster 5g,5000023733,9319912008525,,2,,171.77,156.15
818313,Vicks V/Drop Xtra Sthng Hny Loz 16,80821438,4987176281692,,2,,5.9,5.36
818348,Vicks XtraStrg Dry+CCoughSyp 200ml,80821439,4987176281708,,2,,12.36,11.24
818372,Femme 365 Menopause Rlf Cap 60,AUSG013,659359601811,,2,,37.42,34.02
818399,Fulvestrant SXP 250mg/5ml PFS x2,1192664,9359290000216,Fulvestrant 250mg/5ml Pfs,6,,194.13,176.48
818542,Terlipressin SXP 0.85mg/8.5ml x5,1192705,9359290000209,Terlipressin 0.85mg Vial,6,,190.84,173.49
818550,Ticalor Tab 90mg 56,1260677,8904159690575,Ticagrelor 90mg Tab,5,,95.32,86.65
818569,APH Alrgy Rlf 2mg Tab 20,101396,9338475323739,Dexchlorpheniramine Maleate 2mg Tab,1,,6.03,5.48
818577,APH Alrgy Rlf 2mg Tab 40,101397,9338475323746,Dexchlorpheniramine Maleate 2mg Tab,1,,8.75,7.95
818739,Living Hlthy 4in1 Jnt Supp Cap 100,Z663W100-E,9342050008522,,2,,25.25,22.95
818747,Living Hlthy MSM Oral Pwdr 300g,Z636W300G,9342050008539,,2,,20.14,18.31
818755,Living Hlthy L Glutamine Pwdr 300g,Z635W300G,9342050008546,,2,,25.25,22.95
818828,Living Hlthy PrebCllgnPrtnPwdr 400g,Z633W400G,9342050008560,,2,,32.67,29.7
818836,Living Hlthy HiStrGumU/TractSupp 60,L642W60,9342050008492,,2,,19.06,17.33
818844,Living Hlthy HiStr Gum VitD3+K2 60,L526W60,9342050008508,,2,,19.06,17.33
818860,Living Hlthy HiStr Gum Tri Magn 60,L527W60,9342050008485,,2,,19.06,17.33
818909,Living Hlthy HiStrGumCllgnJntSupp60,L528W60,9342050008478,,2,,19.06,17.33
818933,Elevit Morning Sickness Tab 60,91162223,4057599010374,,2,,16.65,15.14
819034,Welcare Stay Dry Bedwetting Alarm W,WBA200,9345207001360,,2,,57.24,57.24
819042,Desven XR Tab 100mg Blst  28,7006988,9350299013030,Desvenlafaxine 100mg Tab,5,,9.26,8.42
819638,SAS ANTG THC 10 W/Melon Pas 30,SAS ANTG THC 10 Past,9356582000657,Thc 10mg Category 5 - Pastille Pas,0,,75.9,69
819654,Activated ProbBiome OsteoPlus Cap30,APOSP30CAU,9349308002028,,2,,37.52,34.11
819697,LMX4 4% Lignocaine Tube 5g x12,301905PL2,29356316000001,Lignocaine 4% Crm,2,,108.35,98.5
819719,Activated ProbBiome Perinatal Cap30,APPRN30CAU,9349308002011,,2,,31.27,28.43
819743,Fulvestrant Sandoz 250mg/5ml PFS x2,44118457,9322838017885,Fulvestrant 250mg/5ml Inj,5,,157.23,142.94
819778,Living Hlthy Acetyl LCntn Pwdr 250g,Z634W250G,9342050008553,,2,,38.07,34.61
819816,SAS TB Bal 10:10 Oral Liq Btle 30ml,PX-006,794712531258,Thc 10mg/ml Cbd 10mg/ml Category 3 - Oral Liquid Liq,0,,53.9,49
819859,SAS TB Bal 25:25 Oral Liq Btle 30ml,PX-005,794712531241,Thc 25mg/ml Cbd 25mg/ml Category 3 - Oral Liquid Liq,0,,75.9,69
819867,SAS TB Bal 50:50 Oral Liq Btle 30ml,PX-015,781005753756,Thc 50mg/ml Cbd 50mg/ml Category 3 - Oral Liquid Liq,0,,97.9,89
819875,SAS TB THC 25 Oral Liq Btle 30ml,PX-004,794712531234,Thc 25mg/ml Category 5 - Oral Liquid Liq,0,,53.9,49
819921,SAS TB THC 50 Oral Liq Btle 30ml,PX-013,794712531203,Thc 50mg/ml Category 3 - Oral Liquid Liq,0,,75.9,69
819948,SAS TB THC 100 Oral Liq Btle 30ml,PX-014,781005753763,Thc 100mg/ml Category 5 - Oral Liquid Liq,0,,108.9,99
819980,SAS TB CBD 100 Oral Liq Btle 30ml,PX-012,794712934745,Cbd 100mg/ml Category 2 - Oral Liquid Liq,0,,75.9,69
820040,Flucelvax SH25 QIV PFS 25G/25 x10,10054863,9317109990264,Vaccine Influenza 0.5ml Syr,6,,176.1,160.09
820059,Afluria SH25 QIV PFS No Ndl LL x10,10053545,9317109990226,Vaccine Influenza 0.5ml Syr,6,,82.34,74.85
820083,Pharmacor Zopiclone Tab 7.5mg 30,855477,9339218003949,Zopiclone 7.5mg Tab,5,,9.89,8.99
820091,Otezla Titration Pk 27,9008784,8715131029449,Apremilast 10mg 20mg 30mg Tab,5,,274.4,249.45
820164,Blistex Lip Balm Intnsv Rep TwnPk,31175,9313501311751,,2,,5.94,5.4
820245,Welcare WPFM100 Peak Flow Meter,WPFM100,9345207001261,,2,,9.65,9.65
820334,Flawless Face Wht Gen 4,4419,5010724534571,,2,,31.03,28.21
820369,Flawless Brows Blsh Gen 4,4420,5010724537503,,2,,31.03,28.21
820415,2San Covid-19 Nasal Pen Test x2,COV009AU-2,9361250000204,,0,,6.12,5.56
820423,2San Covid-19 Nasal Pen Test x5,COV009AU-5,9361250000211,,0,,12.23,11.12
820458,2San Covid Influenza A/B PenTest x1,CVF003AU-1,9361250000167,,0,,5.2,4.73
820474,2San Covid Influenza A/B PenTest x5,CVF003AU-5,9361250000181,,0,,19.56,17.78
820512,T/Skin Rcvry Crm Pain Rlf 50g,TRT50,609580180500,,2,,13.72,12.47
820571,Qsilica Orig Silica Caps 50,4010,9334136010017,,2,,23.6,21.45
820598,Deep Heat Orig Spry 100ml,197,9338661001977,,2,,11.77,10.7
820601,Ice Magn Spry 100ml,272,9310263002729,,2,,11.77,10.7
820644,Deep Heat BackPain XL HeatPatch 4Pk,0209-4,9310263000923,,2,,11.03,10.03
820687,Swisse UBst Vit D Cap 250,01-FA2-30732,9311770615112,Cap,2,,12.88,11.71
820733,CO Alrgy Rlf Chew Tab 30,7006841,9350299013481,,2,,24.39,22.17
820792,Cetaphil Baby Sthng Moist Crm 566g,53172,3499320017169,,2,,24.59,22.35
820857,Cetaphil Baby Oil Org C/nd 200ml,85344,3499320017237,,2,,6.96,6.33
820881,Medela Sil Brst Milk Coll,101043283,20451432830,,2,,16.05,14.59
820903,Estramon 100mcg Patch 24 S19a,44126605,9322838019575,Estradiol 100mcg Patch,5,,56.77,51.61
820911,OGX Rnw+ AOM W/LessDryOilMist 118ml,79642932,3574661563350,,2,,17.45,15.86
820938,OGX Bond Prtn Rep Cond 385ml,79642920,52800681941,,2,,14.49,13.17
820946,Sorbisol Sorbitol Soln 70% BP 500ml,S,9323857000131,Sorbitol 70% Soln,2,,12.39,11.26
820954,OGX Bond Prtn Rep SealingSerum 50ml,79642922,52800681927,,2,,14.55,13.23
820962,OGX Bond Prtn Rep SPoo385ml,79642912,52800681910,,2,,14.49,13.17
820970,OGX Bond PrtnRep Treat Mask 200ml,79642913,52800681934,,2,,14.55,13.23
820989,OGX Ever Stght BraH Mask Smth 200ml,79639818,3574661711003,,2,,14.55,13.23
820997,OGX Rosm Mnt SPoo 385ml,79642735,3574661805931,,2,,13.34,12.13
821047,OGX Rosm Mnt Cond 385ml,79642736,3574661805900,,2,,13.34,12.13
821055,Cabazitaxel Accord 60mg/3ml 1 S100C,CBZ60S3VL1,9351101001719,Cabazitaxel 60mg/3ml Inj Vial,5,,103.58,94.16
821098,APO Rosuvastatin Tab 5mg Btle 30,101516,9338475324668,Rosuvastatin 5mg Tab,5,,2.98,2.71
821128,Cenovis Magn Chw Tab 60,160496,9300705606998,,2,,12.06,10.96
821144,Cenovis Vit D3 1000IU Chw Tab 90,160498,9300705607018,,2,,12.06,10.96
821152,Cenovis Kids Chw TrplActnImm Tab 60,160497,9300705607001,,2,,9.38,8.53
821160,N/Own Magn Glyn 1100mg Tab 200,2082,9316090020820,,2,,37.96,34.51
821187,N/Own Magn Glyn 1100mg Tab 120,2085,9316090020851,,2,,26.4,24
821195,N/Own Vit K2 Tab 60,2087,9316090020875,,2,,25.91,23.55
821217,N/Own Stress Rlf Calm Cap 30,2074,9316090020745,,2,,19.04,17.31
821225,Cenovis Mens MVit Cap 60,160499,9300705607025,,2,,14.43,13.12
821241,Cenovis Mens MVit Cap 100,160500,9300705607032,,2,,20.45,18.59
821268,Cenovis Wmns MVit Cap 60,160505,9300705607087,,2,,14.43,13.12
821284,Cenovis Wmns MVit Cap 100,160506,9300705607094,,2,,20.45,18.59
821292,Cenovis Wmns 50+ MVit Cap 100,160509,9300705607124,,2,,20.45,18.59
821306,Cenovis Mens 50+ MVit Cap 100,160503,9300705607063,,2,,20.45,18.59
821322,Cenovis Imm VitC + Zinc Chw Tab 120,160518,9300705607216,,2,,17.18,15.62
821349,APH Chld H/Fvr & Alrgy Rlf Chews 30,101558,9338475325122,Loratadine 5mg Chew Tab,2,,18.15,16.5
821438,Metrol Tab 50mg Blst 100,7006978,9350299012958,Metoprolol Tartrate 50mg Tab,5,,2.98,2.71
821454,Spiolto RespimatCart Inh 2.5+2.5 x2,614189,9310717218669,Tiotropium 2.5mcg Olodaterol 2.5mcg Inh,5,,160.92,146.29
821470,Spiriva Respimat Cart/Inh2.5mcg60x2,614190,9310717218676,Tiotropium 2.5mcg Inh,5,,88.13,80.12
821489,Ostelin Menopause Supp Tab 60,5137,9316090513704,,2,,32.08,29.16
821500,Ostelin U/Tract Hlth Cran Tab 30,5134,9316090513407,,2,,22.45,20.41
821535,Ostelin Iron & B+ Energ Tab 30,5136,9316090513605,,2,,10.53,9.57
821551,Exarane 80mg/0.8ml PFS x10       SL,101991,9349029002390,Enoxaparin 80mg/0.8ml Pfs,5,,80.7,73.36
821578,Exarane 150mg/1ml PFS x10        SL,101987,9349029002420,Enoxaparin 150mg/1ml Pfs,5,,151.29,137.54
821594,Nestle Sooth Bry Loz 10 x 24,12608619,93576376,,2,,42.31,38.46
821608,BioGaia Protectis Vit D Orng Tab 30,111263,9421908069202,,2,,28.74,26.13
821624,BioGaia Protectis Strawb Tab 30,111264,9421908069219,,2,,27.07,24.61
